Fast and convenient!	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars		5d32b1cea3e23886ff2a5875	509
It is very easy to use.	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars	Simple straightforward wordings. Minimal pages to navigate, works well on both mobile and laptop interface.	5d329fa1a0b0aaebb46350f0	509
Good but not fantastic	Jul 20, 2019	2019-07-20	Rated 4 out of 5 stars		5d329e68a3e238a8b02a5541	509
1st buying fwd for travel insurance	Jul 20, 2019	2019-07-20	Rated 1 out of 5 stars	1st buying fwd for travel insurance. 😆Normally buy the other company travel insurance.	5d329b0dadcf32f85f99d1b5	510
Easy and straight forward.	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars		5d3293e26dcb5857a97c2779	510
EASY TO FILL UP	Jul 20, 2019	2019-07-20	Rated 4 out of 5 stars		5d328bd86dcb58841c7c269e	510
Easy!	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars	Very easy to understand the benefits of the Travel Insurance plan. It was also easy to fill out the form and submit an application!	5d3280b0adcf3238d699cf29	510
AXS ONLINE	Updated Jul 22, 2019	2019-07-22	Rated 2 out of 5 stars	"Tried renewing my policy using AXS online, as suggested by HDB. Could not find FWD insurance under the ""Insurance"" tab. Got a reply from from FWD, so excited, decided to login to AXS again. Follow FWD's instructions to scroll down the list of Insurers, but still cannot find FWD tab. By the way, the insurers are in alphabetical order, and Tokio Marine is the last on the list, not FWD..."	5c9ca3b01a7bdf0b3beb32fe	510
Smooth and easy to use	Jul 20, 2019	2019-07-20	Rated 4 out of 5 stars	Smooth and easy to use. Cool.	5d327e84a0b0aa3497634d23	510
Great discount codes upfront	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars	Great discount codes upfront, can't possibly resist to buy it especially when the coverage are worth your bucks	5d327e78a0b0aa81ea634d20	510
Very simple to use interface	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars	Very simple to use interface. One of the lowest in the market that I have sourced. Keep it up.	5d327227adcf32aca099cd9f	510
straightforward and easy	Jul 20, 2019	2019-07-20	Rated 5 out of 5 stars		5add58284de5666d34e183e7	510
Super fast to proceed even on the…	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Super fast to proceed even on the actual day!	5cceb5ca6e5fb2168b7f1503	510
Quick and easy	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Quick and easy. Simple product information	5d3254c1a3e2387ce52a4c00	510
good	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	simple, easy to use, and informative.	5d321391a0b0aa63746331da	510
Simple Interface	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Simple Interface, Easy transaction.	5c7752da3e93908000e0e1a7	510
Hassle free and efficient service.	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5d31e8d0adcf325ff3999b61	510
Very Liable	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Very Liable. Excellent service	5d31e2cc6dcb58a3227bed4f	510
Mobile friendly	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Mobile friendly. Simple steps and straightforward purchase journey.	5cbd2e378446227b90ce7a77	510
Excellent	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Excellent, user friendly and fast transaction 👍👍	5c20247be4f44a10256a82a4	510
Fast and convenience.	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5cdf975834e82922d2847eda	510
Simple to use	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Simple to use, great discount and good tie up with partners	5d31d04aa0b0aa6883630930	510
Exceptional service at a great price…	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Exceptional service at a great price point.	5d31cfcdbce9d28f30332861	510
It was a decent experience and fast to…	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	It was a decent experience and fast to claim	5c4dbd9f11eeb4c33bbb52de	511
Easy!	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Easy booking and user friendly website	5d31bcf1a3e23832882a0160	511
Good	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Fast and efficient	5d31ba6c6dcb58db917bd1dc	511
Query on car insurance	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Good user experience. Simple and fast. Perhaps can add other another add on option for rental car insurance. Will be driving rental car in New Zealand. Pls confirm the family is well covered. Do I still need additional car insurance during rental car booking? Thanks	5d31ac10bce9d2555633113a	511
Group Travel Insurance	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	So far, I found FWD is the only insurance company that allows me to buy group travel insurance for more than 10 persons easily online. I have even bought for up to 20 persons through FWD! Which makes my life easy. Many companies only allows up to maximum of 9 persons, which means I need to make multiple submission. Thanks FWD.	5d31a8ebbce9d29749330f27	511
Very convenient and fast to purchase	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5c58d2b8e2ba8014db2ae6a4	511
simple to use	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5d319e94bce9d27bf03308ad	511
Fast and easy purchase	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	Fast and easy purchase. Good deal. Thanks.	5d3197356dcb5881377bba38	511
Very easy to purchase on the online…	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	Very easy to purchase on the online services. Helpful customer officer.Highly recommend. Cheers	5d3194c4915ccc23026c7d1a	511
Cheap and fast	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars		5d3191c7a3e23858e329e468	511
In terms of purchasing	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	In terms of purchasing, good pricing, quick and easy. Certainly hope the claiming process is just as seamless should the need arise!	5d318b65915ccc24f86c76c7	511
ease of application	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5d317896a3e238e45129d442	511
Happy Consumer	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	User friendly app and great product with a suite of coverage.	5d3176fd915ccc512c6c6a35	511
Fast and Good Value	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	Fast, reliable, and good value!	5c52b6b084b47a38391191c3	511
Easy to use portal	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Easy to use portal, very competitive and can include misc essential coverage for a small price.	5d0228dbf371c692dc90d844	511
Not sure .i can get he detail that i…	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	Not sure .i can get he detail that i want easier	5d31695d6dcb589db77b9f46	511
hassle free	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	lowest premium, hassle free quotation and transaction	5d315fad4cc11fe30ad9a25f	511
Daniel neo	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Very knowledgeable customer service...👍🏻	5d315d12cb539be877d27a6c	511
Competitive prices	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Competitive prices. Easy to navigate site.	5d315b6f01cc8e62b01dd578	511
Easy and Convenient.	Jul 19, 2019	2019-07-19	Rated 3 out of 5 stars	Easy and Convenient.Thank you	5d315729cb539b7198d278fa	511
It’s simple and fast process of buying…	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	It’s simple and fast process of buying travel insurance. The price is good for the plan. Value for money.	5d315529bbeea0305a9eec4a	512
The customer support staffs are responsive and very helpful.  Thank you!	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Very helpful upon	5d31453b892efb736a274f9e	512
Live chat was fast response	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	Live chat was fast response, helpful and friendly	5d313e4df46597bb54214546	512
Simplicity at it's best	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Simplicity at it's best. No frills	5d313c4601cc8e1bae1dcfd2	512
easy & online chat very responsive	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5d31361e892efb9189274dab	512
Good and timely service	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5c85bd59f46be34446378174	512
Good n hazzle free service	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Good n hazzle free service. Repeat customer	5d312acc892efb2450274c30	512
rtert	Jul 19, 2019	2019-07-19	Rated 4 out of 5 stars	good discount	5d3127fdbbeea00e8d9ee565	512
clear and efficient .	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars		5d3122d7bbeea0a25b9ee4bb	512
straight forward process & value for…	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	straight forward process & value for money	5d1c59923fc1c8a8093944b7	512
Fast and easy to buy travel insurance	Jul 19, 2019	2019-07-19	Rated 5 out of 5 stars	Happy with the service.	5cc9d71b85a540112aa0308f	512
Good	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Good, easy to buy	5d30f505f465973e9721392a	512
great interface	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	great interface, easy to buy the insurance and affordable as well!	5d30ea27cb539b5642d26588	512
Quick & fuzz free buying online.	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d30d792892efb6e6227386b	512
Standby your debit card if you plan to…	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	Standby your debit card if you plan to pay online.	5d30b66401cc8e49741da8d7	512
Competitive premium	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	Competitive premium. Easy to buy.	5d30a97601cc8e834f1da1fc	512
CHEAP AND EASY	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars		5d30a7cb892efb7079271e77	512
Love the simple steps to for online…	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	Love the simple steps to for online purchasing	5d30971201cc8e27661d951f	512
very simple online platform to purchase…	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	very simple online platform to purchase travel insurance ! love it	5ced3b96d0f746d3934e8fe2	512
First time purchasing from fwd	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	V convenient n easy forms to fill up, discount is great too	5d3092f2892efb6d21270f42	512
Very understandable interface	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d3092cb892efb3dd6270f29	513
Smooth process	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Smooth process. However, i did not see an option to remember my details. I have to re-enter my family info each time I get travel insurance	5bead48f7caab8091cbd512e	513
Fast services	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d308aef481405671c53eea2	513
This is my 2nd car insurance bought…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	This is my 2nd car insurance bought from FWD for my 2nd car. Prompt follow-up service after my online quotation was submitted and staff were able to answer my queries.	5be01043dfabefb9e1b4b08e	513
VERY STRAIGHT FORWARDGROUP	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	VERY STRAIGHT FORWARDGROUP. EASY TO APPLY.	5d3086cf892efb35ff270629	513
FAST AND VERY SIMPLE TO DO WITH IT…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	FAST AND VERY SIMPLE TO DO WITH IT THANK YOU.	5cc7dd813e992b604235640a	513
Self Explanotory	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Easy to get on. Self explanatory procedure!	5d30832c01cc8e72491d8675	513
Very convenient	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars		5d307fcd52d6b6a48ddd5390	513
Very efficient and fast	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Very efficient and fast. Within 5 mins and everything is done. And i can do live chat when i have enquiry to ask. Well done	5d307ded66a63f985e567815	513
Easy and friendly	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	1stly, it is friendly to use and navigation through it is easy.2ndly, it uses layman terms to explain to what I m buying.Last but not least, the options available are quite wide.	5d30783b52d6b6721ddd4e8b	513
Fast and easy to purchase.	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars		5d30768b66a63f50435672ee	513
Fire insurance	Jul 18, 2019	2019-07-18	Rated 3 out of 5 stars	Reasonable price	5d30750d01cc8eee351d7c70	513
V easy online purchase process	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	V easy online purchase process. Reasonable price.	5d0f4490d7bbec79cad406c0	513
Easy to enter	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d306d6366a63f1493566ce4	513
Takes 3 days to transfer data to LTA to…	Jul 18, 2019	2019-07-18	Rated 3 out of 5 stars	Takes 3 days to transfer data to LTA to allow online road tax renewal.	5c2ee8323da9c3f426dde9c5	513
Problem with online purchases.	Jul 18, 2019	2019-07-18	Rated 2 out of 5 stars		5d3068b501cc8ea60d1d747e	513
Layout easy to use and straight forward.	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d30658801cc8ea55d1d7258	513
Yours sales person Sherlene Lee is very…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Yours sales person Sherlene Lee is very competent, professional, helpful and service oriented when she took the trouble to call me and explained the details. Your price is competitive. This two combinations of price and service swings me to change my insurance company to FWD. Thank you.	5d30620acb539b1895d211be	513
Online payment for HDB Fire Insurance	Jul 18, 2019	2019-07-18	Rated 3 out of 5 stars	i got a letter from HDB to renew the fire insurance with you and one option was to make payment online. I came to the site looking for HDB and was browsing and wondering where I should click for it. And then I tried fire insurance and it says get quote but HDB already said it was 5.94. So I tired get quote, It was like not a smooth straight forward experience for a first timer though eventually it's done.	5d305be552d6b6f5c5dd3b7e	513
HELPFUL ON LINE CHAT	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	INITIALLY DO NOT UNDERSTAND THE MEANING OF INSURANCE FOR COUPLE AFTER ONLINE CHAT WITH AGENT GOT TO KNOW THAT IT IS APPLICABLE FOR ME AND MY 22 YEARS OLD DAUGHTER REALLY APPRECIATE THE ON LINE CHAT AVAILABLE FOR HELP THANK YOU	5d3058f3481405419a53ccfb	513
best insurance	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	best insurance. quick n fast no gimmicks!	5bc5f56d4de5666d342d7f48	514
Easy to purchase with you my home…	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	Easy to purchase with you my home insurance online. Best of all is the option to customise my requirements and of course the nice discounts given. Will recommend you to my other family members. Thank you.	5d303fcf481405109d53bc27	514
easy and fast..	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5ca4403533134ecb8a3f8124	514
Easy	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Easy, fast way to renew	5d303c9c52d6b6c84fdd259e	514
Would like to complement your staff…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Would like to complement your staff name call Alvin if I not wrong, I like his service and explanation to me is really clear and easily to understand, I proceed to payment already, thanks	5d302d1a52d6b6378add1b50	514
Fast,easy and great price.	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5becd5033dfdd3b9e992e85d	514
Good... But sneaky	Jul 18, 2019	2019-07-18	Rated 3 out of 5 stars	While I agree to enhanced insurance, it is really insidious of your organisation to use a government system to funnel customers into your sales pitch. Sneaky.	56722d630000ff0001f454e5	514
Very convenient and offered very…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Very convenient and offered very competitive premium	5d30221c91926709cd52e1f8	514
Website is easy to use	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d301e6052d6b67d08dd129f	514
Great and fast.	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d300d9b66a63f4676563157	514
1st time use it	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars	1st time use it, quite easy and friendly	5d3001f766a63f4e5b562e1b	514
Simple process and easy understanding	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Simple process and easy understanding . Well done .	5d2ffc2ea002b380df4626ce	514
Great customer service by azlina	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d2ffbed4814051e1c539b4b	514
THANKS FOR MAKING THE ENTIRE PROCESS…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	THANKS FOR MAKING THE ENTIRE PROCESS SIMPLE.	5d2fee9791926705b152d27a	514
resonable premium & protection	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars		5d2fea4d481405272f539897	514
Simple and straightforward process.	Jul 18, 2019	2019-07-18	Rated 4 out of 5 stars		5d2fd8e052d6b6c93edd01bd	514
The person who contacted me is nice and…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	The person who contacted me is nice and and friendly. The whole purchase was hassle-free.	5d2fd55266a63f3a495626f2	514
Low Price, Good Coverage, Easy to Claim!	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Low price, good coverage, easy claiming process!	5d2fd2b691926702ba52ce11	514
very simple and easy application…	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	very simple and easy application process!	5d2fc863a002b30b18461ed8	514
Quick & fuss free	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Quick & fuss free! Excellent site layout	5d2fc39d52d6b69947dcfe4f	514
awesome!	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	awesome! fast and easy.	5d2fc2b9919267f6d152cb48	515
Easy to use	Jul 18, 2019	2019-07-18	Rated 5 out of 5 stars	Easy to use. Fast	5d2fc1cda002b36b1e461dab	515
Fast and easy	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2f7c3352d6b6604cdce619	515
Easy to use	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Easy to use n easy to buy	5d2f552166a63f233655f395	515
EASY AND SIMPLE	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	always easy to purchase and claims are simple to make	5d2f549691926717ee529bff	515
great...easy to use. FWD has the best deal	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	great...easy to use.	5d2f4d2566a63f984155eded	515
Sleek UI	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Sleek UI. Kudos	5d2f447b919267a54d528fef	515
Ease of application	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	Straightforward	5d2f43c0a002b3472445e283	515
Hassle free	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Hassle free. Convenient.	5d2f3a24481405e7e8534dcf	515
Not enough explanation with respect to…	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	Not enough explanation with respect to the add on options.	5d2f340852d6b68940dcb6d5	515
Great	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Great , price deal	5cb48f572d7a956b0d0503db	515
Website is not very well suited for…	Jul 17, 2019	2019-07-17	Rated 3 out of 5 stars	Website is not very well suited for mobile use. Selection of plans is very difficult.	5d2f2bec66a63f1ba455d41e	515
easy to use	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	online application is easy to use and it meet my needs	5d2f28c166a63f6d7c55d1de	515
FWD Travel Insurance	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	New to FWD Travel insurance, but it is quite affordable and cheap. Hopefully it cover what it take when I travel during this period.	5d2f1d44a002b3472045c5aa	515
Easy to navigate purchase the travel…	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Easy to navigate purchase the travel insurance, overall good experience, will purchase again in future!	5d2f1c5066a63fcfb455c8bc	515
Simple and fuss free.	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2f172a91926710bc526e31	515
prompt response	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2f0ed8a002b3179a45baff	515
Fast and easy	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2f0b7491926746b7526612	515
Fast and easy	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2ef7e1ee24f8089075c21a	515
Fast and easy process	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Fast and easy process. And Affordable! Awesome!	5d2ef668ee24f85de775c112	515
First time user	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Good and fast purchase	5d2eeedea002b3325545a448	516
The service was great and hazzel free…	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	The service was great and hazzel free to purchase online	5d2ee84d91926786d1524dab	516
FANTASTIC HELP	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2ed757919267ca9e524274	516
good buy	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	Love their service and response. Have been supporting their travel insurance since few years back.	5d2ed6a3a002b32fc94593f1	516
Thanks to Irvin for clarifying my…	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Thanks to Irvin for clarifying my doubts and helping me in renewing my policy.	5b3e40b94de5666d346e4152	516
repeat purchase	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	repeat purchase, easy to purchases	5c73802cd6c11884c58c26be	516
always quick and easy	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5ce898dbe518550895ab6e7d	516
Five Star Insurance service	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	So far I've been happy with the service.  Buying online was a breeze.  Chatting online was prompt and helpful.  Premiums were affordable and most importantly, claiming was almost immediate.  Thank you	5d2eaf87ee24f81857759db7	516
Super fast and easy!	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Super fast and easy! Thank you!	5d2eace54814050d5752f821	516
convenient and excellent!	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2e9cea52d6b6162cdc638d	516
QUICK AND RESPONSIVE.	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2e986c4814055ea152f4e5	516
Easy to use  and simple although good…	Jul 17, 2019	2019-07-17	Rated 4 out of 5 stars	Easy to use  and simple although good to put in a list of asean, Asia countries for easy referral	5d2e97eb4814057b7b52f4d9	516
Easy to use	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	Easy to use, just that I can’t use Amex for payment.	5d2e9334919267349f522f13	516
Simple and efficient	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars		5d2e8bd991926721f9522e3c	516
Convenient	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	-convenient process	5d2e71c252d6b66deadc5cf3	516
I just love to buy travel insurance…	Jul 17, 2019	2019-07-17	Rated 5 out of 5 stars	I just love to buy travel insurance with FWD. simple, easy. all at your finger tips. hustle free.	5bdbb1ac0b24354312cf9814	516
Easy and simple to buy.	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5cc1ea1bfcc1573cde7f49b5	516
RENEWAL OF WP	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	fast and convienient !	5d2dfa229192671c0b51f3b8	516
fast and easy	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2dedceee24f8ee0175557f	516
Hassle-free purchase	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Hassle-free purchase. Information that buyers should know are also stated clearly. Website was maintained in great order as well.	5d2dedb4a002b33fca453d21	516
policy number not provided immediately…	Jul 16, 2019	2019-07-16	Rated 2 out of 5 stars	policy number not provided immediately after purchase and no receipt sent, this is my first time buying from fwd insurance	5d2ded1c4814059cca52ae19	517
Hassle free purchase	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2de8eca002b336bd453985	517
Purchasing travel insurance is easy	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars	Purchasing travel insurance is easy. Website looks good. Have not experienced their claims before though.	5d2de45f9192670d3c51e2c8	517
USER FRIENDLY	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2de2c01cd7aae422702d9d	517
Awesome user experience	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Fast registration process. Crystal clear instructions	5d2de2a1919267189a51e154	517
Easy and quick	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2dded4ee24f87d79754a46	517
Fuss free apploca	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2ddb50481405e21752a07a	517
Easy to use interface	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2dd9a0a002b3831b452e61	517
UX was good	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars	UX was good. Hoping for good aftersales and good product.	5d2dd6d6919267a0e451d8a0	517
very efficient and fast to be able to…	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	very efficient and fast to be able to renew my car insurance. Thanks.	5d2dcdd2ee24f84279753e24	517
EASY TO PURCHASE AND WELL COVER FOR MY…	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	EASY TO PURCHASE AND WELL COVER FOR MY TRIP TO MALAYSIA	5d2dcc74ee24f81771753d07	517
Ease of application	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	It's user friendly and easy to apply.	5d2dcc6e919267b8f451d05c	517
Make the wordings clearer in your…	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars	Make the wordings clearer in your policies for sports like scuba diving.	5d2dc9f091926783f951ce61	517
GREAT SERVICE	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	GREAT SERVICE, GOOD CUSTOMER SUPPORT. ONLINE WEBSITE EASY TO USE	5d2dc53c1cd7aab5be7016a5	517
Easy to buy online.	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2dc21bee24f8df1f753569	517
Very intuitive	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2db8f71cd7aa434b700dc0	517
Online	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Fast and easy online travel purchase	5d2dacf72da2a1567cbafeb7	517
Easy and very convenient	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2da2c3ee24f894d27520a0	517
TRAVEL INS PURCHASE	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	USER FRIENDLY WEB AND HELPFUL ONLINE CHAT BOX	5d2d96b22da2a1d6ccbaeeae	517
Good and user friendly interface	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2d924f1cd7aa0f936ff1e6	517
EASY AND USER FRIENDLY	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2d8dca1cd7aa42ad6feef5	518
Easy to do it on line	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2d8a2240de111799267eeb	518
Needs to work better in IE	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2d79591cd7aaf2d76fe313	518
the product looks good and the…	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	the product looks good and the processing is very fast and smooth	5c05e02659b624651e0d749a	518
First Timer purchase on travel insurance	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	SFSG and God blessed.	5d2d70bf1cd7aa947a6fdfc3	518
Easy to apply	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2d6f301cd7aa56416fdf24	518
Not very cheap but also not very…	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Not very cheap but also not very expensive plan for single trip hoilday	5d2d6c6a9192670a7551933e	518
Quick and simple	Jul 16, 2019	2019-07-16	Rated 4 out of 5 stars		5d2d6c4579b4f53678105267	518
Great site UI	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Great site UI. Clear and concise wording. Uncomplicated pricing structure.Hopefully I won't be in a position to discover if the insurance service is as great.	5d2d65adee24f8c06074ffc2	518
Excellent service	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Sui Min has explained to me the motor insurance in great details and with clarity.	5d2d64dd79b4f59bd410503a	518
good value and easy to buy online	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2d603140de11854e266d3e	518
Easy to select	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars		5d2d5bd3ee24f81b1074fd91	518
GREAT DEAL AND EASY PLATFORM FOR …	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	GREAT DEAL AND EASY PLATFORM FOR  TRAVELER TO BUY TRAVEL INSURANCE WITH LESS HASSLE.	5d2d524879b4f55739104cbd	518
Easy to follow steps to purchase the…	Jul 16, 2019	2019-07-16	Rated 5 out of 5 stars	Easy to follow steps to purchase the travel insurance	5d2d4d1b40de1157ea2669da	518
